date,state,district,pincode,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_population,Trend_Slope,Trend_R²,Trend_Direction
2025-11-27,Telangana,Medchal−malkajgiri,500090,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-11-28,Telangana,Nizamabad,503110,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-11-29,Telangana,Medak,502310,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-01,Telangana,Mahabubnagar,509120,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-02,Telangana,Medak,502276,2.0,0.0,0.0,5.0,6.0,2.0,7.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-03,Telangana,Hyderabad,500034,2.0,0.0,0.0,5.0,6.0,4.0,20.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-04,Telangana,Nalgonda,508286,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-05,Telangana,Suryapet,508224,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-06,Telangana,Mancherial,504231,2.0,0.0,0.0,5.0,6.0,3.0,15.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-07,Telangana,Mahabubnagar,509375,2.0,0.0,0.0,5.0,6.0,6.0,2.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-08,Telangana,Warangal,506001,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-09,Telangana,Medchal-malkajgiri,500056,2.0,0.0,0.0,5.0,6.0,1.0,13.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-10,Telangana,Komaram Bheem,504293,2.0,0.0,0.0,5.0,6.0,5.0,19.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-11,Telangana,Medak,502205,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-12,Telangana,K.v. Rangareddy,500076,2.0,0.0,0.0,5.0,6.0,5.0,12.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-13,Telangana,Jagitial,505425,2.0,0.0,0.0,5.0,6.0,1.0,11.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-14,Telangana,Kamareddy,503187,2.0,0.0,0.0,5.0,6.0,3.0,8.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-15,Telangana,Nirmal,504101,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-16,Telangana,Nirmal,504103,2.0,0.0,0.0,5.0,6.0,3.0,27.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-18,Telangana,K.v. Rangareddy,509337,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-19,Telangana,Rangareddy,501505,2.0,0.0,0.0,5.0,6.0,3.0,13.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-20,Telangana,Yadadri.,508105,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-21,Telangana,K.v. Rangareddy,500075,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-22,Telangana,Yadadri.,508105,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-23,Telangana,Adilabad,504310,2.0,0.0,0.0,5.0,6.0,2.0,9.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-24,Telangana,Mahabubabad,506317,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-25,Telangana,Komaram Bheem,504296,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-26,Telangana,Mahabubnagar,509321,2.0,0.0,0.0,5.0,6.0,3.0,6.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-27,Telangana,Warangal,506381,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-28,Telangana,K.v. Rangareddy,501111,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-29,Telangana,Nalgonda,508254,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-12-31,Telangana,Hyderabad,500065,5.0,1.0,0.0,5.0,6.0,1.0,6.0,6.0,-0.0008615260599037709,0.05083899990183005,Decreasing
2025-03-01,Tripura,West Tripura,799205,2.0,0.0,0.0,5.0,6.0,13.0,600.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-04-01,Tripura,Gomati,799104,2.0,0.0,0.0,201.0,28.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-05-01,Tripura,Dhalai,799289,2.0,0.0,0.0,259.0,167.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-06-01,Tripura,South Tripura,799105,2.0,0.0,0.0,40.0,85.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-07-01,Tripura,South Tripura,799105,2.0,0.0,0.0,30.0,105.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-01,Tripura,South Tripura,799125,2.0,0.0,0.0,4.0,8.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-02,Tripura,West Tripura,799002,4.0,2.0,1.0,5.0,6.0,1.0,6.0,7.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-03,Tripura,South Tripura,799143,5.0,6.0,0.0,5.0,6.0,1.0,6.0,11.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-04,Tripura,South Tripura,799143,2.0,0.0,0.0,5.0,6.0,2.0,9.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-05,Tripura,Dhalai,799284,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-06,Tripura,West Tripura,799130,2.0,0.0,0.0,4.0,7.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-07,Tripura,Khowai,799207,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-08,Tripura,North Tripura,799265,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-09,Tripura,North Tripura,799262,5.0,1.0,0.0,5.0,6.0,1.0,6.0,6.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-10,Tripura,West Tripura,799106,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-11,Tripura,West Tripura,799006,2.0,0.0,0.0,4.0,5.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-12,Tripura,Gomati,799101,2.0,0.0,0.0,5.0,6.0,1.0,15.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-13,Tripura,Khowai,799201,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-14,Tripura,North Tripura,799253,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-15,Tripura,West Tripura,799002,2.0,0.0,0.0,5.0,6.0,2.0,15.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-16,Tripura,West Tripura,799201,2.0,1.0,0.0,5.0,6.0,1.0,6.0,3.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-17,Tripura,Unakoti,799264,2.0,0.0,0.0,2.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-18,Tripura,Unakoti,799263,2.0,0.0,0.0,2.0,5.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-19,Tripura,Sepahijala,799102,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-20,Tripura,West Tripura,799211,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-21,Tripura,North Tripura,799262,5.0,0.0,0.0,5.0,6.0,1.0,6.0,5.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-22,Tripura,Dhalai  *,799204,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-23,Tripura,West Tripura,799001,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-24,Tripura,Gomati,799105,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-25,Tripura,Gomati,799114,1.0,3.0,0.0,5.0,6.0,1.0,6.0,4.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-26,Tripura,Unakoti,799263,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-27,Tripura,West Tripura,799212,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-28,Tripura,North Tripura,799264,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-29,Tripura,Dhalai,799273,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-09-30,Tripura,North Tripura,799269,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-13,Tripura,Dhalai,799278,2.0,0.0,0.0,5.0,6.0,0.0,15.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-15,Tripura,West Tripura,799202,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-16,Tripura,Dhalai,799284,2.0,0.0,0.0,5.0,6.0,1.0,14.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-17,Tripura,Unakoti,799263,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-18,Tripura,West Tripura,799009,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-19,Tripura,Dhalai,799204,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-20,Tripura,North Tripura,799288,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-21,Tripura,Unakoti,799290,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-22,Tripura,West Tripura,799004,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-23,Tripura,North Tripura,799260,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-24,Tripura,Sepahijala,799103,2.0,0.0,0.0,5.0,6.0,2.0,7.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-25,Tripura,Unakoti,799263,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-26,Tripura,Gomati,799101,2.0,0.0,0.0,5.0,6.0,0.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-27,Tripura,West Tripura,799205,2.0,0.0,0.0,5.0,6.0,0.0,18.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-28,Tripura,Khowai,799207,2.0,0.0,0.0,5.0,6.0,0.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-29,Tripura,West Tripura,799007,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-30,Tripura,West Tripura,799006,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-10-31,Tripura,Unakoti,799290,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-01,Tripura,Khowai,799201,2.0,0.0,0.0,5.0,6.0,2.0,7.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-02,Tripura,North Tripura,799256,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-03,Tripura,Dhalai,799288,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-04,Tripura,North Tripura,799253,2.0,0.0,0.0,5.0,6.0,1.0,11.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-05,Tripura,Dhalai,799286,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-06,Tripura,West Tripura,799009,2.0,0.0,0.0,5.0,6.0,0.0,7.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-07,Tripura,South Tripura,799141,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-08,Tripura,North Tripura,799269,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-09,Tripura,Unakoti,799263,2.0,0.0,0.0,5.0,6.0,3.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-10,Tripura,Dhalai,799287,2.0,0.0,0.0,5.0,6.0,2.0,9.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-11,Tripura,North Tripura,799250,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-12,Tripura,West Tripura,799002,2.0,0.0,0.0,5.0,6.0,2.0,16.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-13,Tripura,South Tripura,799120,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-14,Tripura,North Tripura,799263,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-15,Tripura,Dhalai,799284,2.0,0.0,0.0,5.0,6.0,0.0,13.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-16,Tripura,Gomati,799114,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-17,Tripura,Khowai,799203,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-18,Tripura,South Tripura,799108,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-19,Tripura,Dhalai,799287,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-25,Tripura,West Tripura,799201,2.0,1.0,0.0,5.0,6.0,1.0,6.0,3.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-26,Tripura,West Tripura,799035,2.0,0.0,0.0,5.0,6.0,2.0,13.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-27,Tripura,West Tripura,799205,2.0,0.0,0.0,5.0,6.0,0.0,27.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-28,Tripura,North Tripura,799254,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-11-29,Tripura,Sepahijala,799105,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-01,Tripura,South Tripura,799114,2.0,0.0,0.0,5.0,6.0,3.0,16.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-02,Tripura,West Tripura,799103,2.0,0.0,0.0,5.0,6.0,1.0,22.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-03,Tripura,Gomati,799114,2.0,0.0,0.0,5.0,6.0,7.0,24.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-04,Tripura,Gomati,799116,2.0,0.0,0.0,5.0,6.0,2.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-05,Tripura,South Tripura,799157,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-06,Tripura,West Tripura,799105,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-07,Tripura,West Tripura,799211,2.0,0.0,0.0,5.0,6.0,2.0,5.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-08,Tripura,Unakoti,799263,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-09,Tripura,West Tripura,799181,2.0,0.0,0.0,5.0,6.0,1.0,23.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-10,Tripura,West Tripura,799130,2.0,0.0,0.0,5.0,6.0,1.0,13.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-11,Tripura,West Tripura,799130,2.0,0.0,0.0,5.0,6.0,4.0,21.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-12,Tripura,West Tripura,799002,2.0,0.0,0.0,5.0,6.0,3.0,9.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-13,Tripura,North Tripura,799277,2.0,0.0,0.0,5.0,6.0,0.0,12.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-14,Tripura,South Tripura,799143,2.0,0.0,0.0,5.0,6.0,1.0,8.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-15,Tripura,Dhalai,799264,2.0,0.0,0.0,5.0,6.0,2.0,5.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-16,Tripura,West Tripura,799004,2.0,0.0,0.0,5.0,6.0,1.0,30.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-18,Tripura,Dhalai,799275,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-19,Tripura,Gomati,799120,2.0,0.0,0.0,5.0,6.0,3.0,5.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-20,Tripura,Dhalai,799284,2.0,0.0,0.0,5.0,6.0,0.0,34.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-21,Tripura,West Tripura,799210,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-22,Tripura,Gomati,799101,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-23,Tripura,South Tripura,799125,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-24,Tripura,Dhalai,799286,2.0,0.0,0.0,5.0,6.0,2.0,33.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-25,Tripura,Dhalai,799289,2.0,3.0,0.0,5.0,6.0,1.0,6.0,5.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-26,Tripura,Sepahijala,799105,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-27,Tripura,Gomati,799105,2.0,0.0,0.0,5.0,6.0,1.0,8.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-28,Tripura,Sepahijala,799102,14.0,6.0,0.0,5.0,6.0,1.0,6.0,20.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-29,Tripura,Gomati,799101,2.0,0.0,0.0,5.0,6.0,1.0,14.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-12-31,Tripura,West Tripura,799210,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,0.002252059349573016,0.1007739967212673,Increasing
2025-03-01,Uttar Pradesh,Bara Banki,225408,2.0,0.0,0.0,17.0,3.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-03-09,Uttar Pradesh,Kanpur Nagar,208001,29.0,82.0,12.0,5.0,6.0,1.0,6.0,123.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-03-15,Uttar Pradesh,Unnao,209801,17.0,95.0,18.0,5.0,6.0,1.0,6.0,130.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-03-20,Uttar Pradesh,Bahraich,271855,20.0,62.0,13.0,5.0,6.0,1.0,6.0,95.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-03-23,Uttar Pradesh,Jaunpur,222001,29.0,68.0,11.0,5.0,6.0,1.0,6.0,108.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-03-27,Uttar Pradesh,Aligarh,202001,60.0,83.0,13.0,5.0,6.0,1.0,6.0,156.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-04-01,Uttar Pradesh,Bijnor,246729,2.0,0.0,0.0,155.0,66.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-05-01,Uttar Pradesh,Jhansi,284304,2.0,0.0,0.0,176.0,108.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-06-01,Uttar Pradesh,Sant Kabir Nagar,272154,2.0,0.0,0.0,103.0,116.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-07-01,Uttar Pradesh,Bareilly,243407,2.0,0.0,0.0,14.0,55.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-01,Uttar Pradesh,Jhansi,284302,2.0,0.0,0.0,5.0,6.0,4.0,12.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-02,Uttar Pradesh,Ghaziabad,201014,2.0,0.0,0.0,5.0,6.0,6.0,38.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-03,Uttar Pradesh,Gautam Buddha Nagar,201306,2.0,0.0,0.0,22.0,28.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-04,Uttar Pradesh,Kannauj,209728,4.0,7.0,0.0,5.0,6.0,1.0,6.0,11.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-05,Uttar Pradesh,Faizabad,225402,2.0,0.0,0.0,5.0,6.0,2.0,25.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-06,Uttar Pradesh,Rae Bareli,229404,2.0,0.0,0.0,5.0,6.0,11.0,38.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-07,Uttar Pradesh,Firozabad,205130,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-08,Uttar Pradesh,Pilibhit,262201,2.0,0.0,0.0,73.0,53.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-09,Uttar Pradesh,Sitapur,261131,2.0,0.0,0.0,20.0,11.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-10,Uttar Pradesh,Sitapur,261206,5.0,11.0,0.0,5.0,6.0,1.0,6.0,16.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-11,Uttar Pradesh,Aligarh,202143,2.0,0.0,0.0,3.0,1.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-12,Uttar Pradesh,Bulandshahr,203390,2.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-13,Uttar Pradesh,Mathura,281203,2.0,0.0,0.0,5.0,6.0,3.0,17.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-14,Uttar Pradesh,Bhadohi,221301,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-15,Uttar Pradesh,Gonda,271122,2.0,3.0,0.0,5.0,6.0,1.0,6.0,5.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-16,Uttar Pradesh,Budaun,243637,2.0,0.0,0.0,5.0,6.0,4.0,21.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-17,Uttar Pradesh,Varanasi,221405,2.0,0.0,0.0,10.0,6.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-18,Uttar Pradesh,Gorakhpur,273401,2.0,0.0,0.0,5.0,6.0,1.0,23.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-19,Uttar Pradesh,Sambhal,244242,2.0,0.0,0.0,8.0,1.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-20,Uttar Pradesh,Azamgarh,276136,0.0,3.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-21,Uttar Pradesh,Lucknow,226021,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-22,Uttar Pradesh,Budaun,202520,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-23,Uttar Pradesh,Baghpat,250609,5.0,6.0,0.0,5.0,6.0,1.0,6.0,11.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-24,Uttar Pradesh,Barabanki,225301,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-25,Uttar Pradesh,Amethi,229401,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-26,Uttar Pradesh,Ghazipur,233001,4.0,4.0,0.0,5.0,6.0,1.0,6.0,8.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-27,Uttar Pradesh,Hapur,245301,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-28,Uttar Pradesh,Ghazipur,233304,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.27507020007020017,0.39519958001309397,Decreasing
2025-09-29,Uttar Pradesh,Allahabad,212108,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.27507020007020017,0.39519958001309397,Decreasing
